id,idprovincia,zipcode,status
"598","6","Las Cuchillas","24004",,"1"
"599","6","El Cuey","24005",,"1"
"600","6","Magarin","24006",,"1"
"601","6","Mata de Palma","24007",,"1"
"602","6","San Francisco Dm","24008",,"1"
"603","6","Santa Lucia Dm","24009",,"1"
"604","6","Vicentillo","24010",,"1"
"605","6","Anama","24011",,"1"
"606","6","NO DISPONIBLE","24012",,"1"
"607","6","El Jovero","24101",,"1"
"608","6","El Morro","24102",,"1"
"609","6","Las Lilas","24103",,"1"
"610","6","Isabelita","24104",,"1"
"611","6","Pedro Sanchez Dm","24105",,"1"
"612","7","Don Lpez","25001",,"1"
"613","7","Guayabo Dulce Dm","25002",,"1"
"614","7","Manchado","25003",,"1"
"615","7","Mata Palacio Dm","25004",,"1"
"616","7","El Centro","25101",,"1"
"617","7","Arenita","25201",,"1"
"618","7","Rincn Fogn","25202",,"1"
"619","7","San Rafael","25203",,"1"
"620","7","Elupina Cordero","25204",,"1"
"621","7","Magua","25105",,"1"
"622","7","Yerba Buena Dm","25106",,"1"
"623","7","Las Claras","25107",,"1"
"624","7","El Mamn","25108",,"1"
"625","7","Los Hatillos Dm","25109",,"1"
"626","7","Elupina Cordero de las Caitas Dm","25110",,"1"
"627","7","La Pia de Joya Dm","25111",,"1"
"628","8","Colon","31001",,"1"
"629","8","La Cruz de Cenovi Dm","31002",,"1"
"630","8","Guiza","31003",,"1"
"631","8","Jaya","31004",,"1"
"632","8","Los Bejucos","31005",,"1"
"633","8","Las Guazumas","31006",,"1"
"634","8","La Malena","31007",,"1"
"635","8","El Aguacate Dm","31101",,"1"
"636","8","Las Coles Dm","31102",,"1"
"637","8","Las Carreras","31103",,"1"
"638","8","La Jagua","31104",,"1"
"639","8","Agua Santa Del Yuna Dm","31105",,"1"
"640","8","Barranquito Dm","31106",,"1"
"641","8","Cristo Rey de Guaraguao Dm","31107",,"1"
"642","8","Barraquito","31108",,"1"
"643","8","Guaraguao","31109",,"1"
"644","8","Los Peynado","31110",,"1"
"645","8","Los Aguayos Dm","31111",,"1"
"646","8","Gina Clara","31201",,"1"
"647","8","Juan Diaz","31202",,"1"
"648","8","Los Cachones","31203",,"1"
"649","8","Los Llanos","31204",,"1"
"650","8","Rincon Hondo","31205",,"1"
"651","8","Las Taranas Dm","31206",,"1"
"652","8","Yaiba Abajo","31207",,"1"
"653","8","Acicate","31301",,"1"
"654","8","Cerrejon","31302",,"1"
"655","8","Sabana Grande Dm","31303",,"1"
"656","8","Buena Vista","31401",,"1"
"657","8","Caobete","31402",,"1"
